page,title,nid,file_id,filename,alt,uses_elsewhere,confidence,why,src
"/learning/mathpathways/educators","Math Pathways - Supporting Educators","","36887","Math Pathways - Supporting Educators.png","Math Pathways Supporting Educators Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Math%20Pathways%20-%20Supporting%20Educators.png"
"/learning/mathpathways/implementation","Math Pathways - Implementation","","36873","Math Pathways - Implementation.png","Math Pathways Implementation Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Math%20Pathways%20-%20Implementation.png"
"/learning/mathpathways/studentdecisions","Math Pathways - Supporting Student Decision-Making","","36875","Math Pathways - Student Decisions.png","Math Pathways Student Decisions Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Math%20Pathways%20-%20Student%20Decisions.png"
"/learning/mlrtaskforce","Maine Learning Results Taskforce","","48947","Maine Learning Results Taskforce Website Banner.png","MLR Taskforce Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Maine%20Learning%20Results%20Taskforce%20Website%20Banner.png"
"/learning/multilinguallearner/bilingual","Bilingual Education","","37617","Multilingual Learners - Bilingual Education Website Banner.png","Bilingual Education Website Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Multilingual%20Learners%20-%20Bilingual%20Education%20Website%20Banner.png"
"/learning/multilinguallearner/resources/civilrights","Civil Rights & Lau Plans","","39255","Multilingual Learners - Civil Rights Web Banner.png","Civil Rights Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Multilingual%20Learners%20-%20Civil%20Rights%20Web%20Banner.png"
"/learning/multilinguallearner/resources/interpretationtranslation","Interpretation & Translation","","39233","Multilingual Learners - Translation Website Banner.png","Translation Website Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Multilingual%20Learners%20-%20Translation%20Website%20Banner.png"
"/learning/multilinguallearner/resources/MLdisabilities","Multilingual Learners with Disabilities","","39513","Multilingual Learners - Students with Disabilities Banner.png","Multilingual Students with Disabilities Banner","0","7","at top + full width + named banner","https://www.maine.gov/doe/sites/maine.gov.doe/files/inline-images/Multilingual%20Learners%20-%20Students%20with%20Disabilities%20Banner.png"
"/learning/multilinguallearner/resources/newcomersSLIFE","Students with Limited or Interrupted Formal Education (SLIFE)","","39231","Multilingual Learners - SLIFE Website Banner.png","Multilingual Learners - SLIFE Website Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Multilingual%20Learners%20-%20SLIFE%20Website%20Banner.png"
"/learning/multilinguallearner/resources/toolkit","ESOL Programs Toolkit","","39115","Multilingual Learners - Resources Web Banner.png","Multilingual Learners Resources Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Multilingual%20Learners%20-%20Resources%20Web%20Banner.png"
"/learning/specialed/assessment","1% and Maine's Alternate Assessments Based on Alternate Academic Achievement Standards (AA-AAAS)","","40291","Special Services - 1% and Maines Alternative Assessments Web Banner.png","Special Services - 1% and Maines Alternative Assessments Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Special%20Services%20-%201%25%20and%20Maines%20Alternative%20Assessments%20Web%20Banner.png"
"/learning/specialed/contact","Special Services Contact","","47473","Contact Us Website Banner.png","Contact Us banner","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/learning/specialed/dueprocess","Effective Dispute Resolution","","37485","Effective Dispute Resolution.png","Effective Dispute Resolution Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Effective%20Dispute%20Resolution.png"
"/learning/specialed/ideapublic","IDEA Data & Public Reporting","","37495","OSSIE - IDEA Data & Public Reporting Website Banner.png","IDEA Data and Public Reporting Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/OSSIE%20-%20IDEA%20Data%20%26%20Public%20Reporting%20Website%20Banner.png"
"/learning/specialed/initiatives/dyslexia","Dyslexia & Reading Difficulties","","38403","Special Services - Dyslexia Web Banner.png","Dyslexia Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Special%20Services%20-%20Dyslexia%20Web%20Banner.png"
"/learning/specialed/SAP/info","State Advisory Panel","","37635","OSSIE - State Advisory Panel Website Banner.png","State Advisory Panel Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/OSSIE%20-%20State%20Advisory%20Panel%20Website%20Banner.png"
"/learning/specialed/specialpurposeprivateschools","Supervision, Monitoring, & Support - Special Purpose Private Schools","","37403","OSSIE - Supervision SPPS Website Banner.png","SPPS Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/OSSIE%20-%20Supervision%20SPPS%20Website%20Banner.png"
"/learning/specialed/supervision","Supervision, Monitoring, and Support - SAUs","","37351","OSSIE - Supervision SAU Web Banner.png","Office of Special Services &amp; Inclusive Education","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/OSSIE%20-%20Supervision%20SAU%20Web%20Banner.png"
"/learning/specialed/supervision/monitoring","Supervision, Monitoring, & Support","","37447","OSSIE - Supervision Team Banner.png","Supervision Team Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/OSSIE%20-%20Supervision%20Team%20Banner.png"
"/learning/specialed/supervision/process","Supervision, Monitoring, and Support - Monitoring Process","","38381","Special Services - Supervision - Monitoring Process Web Banner.png","Monitoring Process Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Special%20Services%20-%20Supervision%20-%20Monitoring%20Process%20Web%20Banner.png"
"/learning/specialed/transition","Transition","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/caregiver","Transition - Caregiver","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/communitypartner","Transition - Community Partner","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/educator","Transition - Educator","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/educator/resources","Transition - Educator Resources","","27762","Banner 2.PNG","TransitionME","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%202.PNG"
"/learning/specialed/transition/employer","Transition - Employer","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/youngperson/career","Transition - Explore Career Opportunities","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/youngperson/continue","Transition - Continue Education","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/specialed/transition/youngperson/idontknow","Transition - Don't Know Yet","","29607","Banner 1 Primary.png","TransitionMaine with Moose Logo - Please click here to return to homepage","8","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Banner%201%20Primary.png"
"/learning/standards/mathematics","Mathematics Standards","","40399","Standards & Instruction - Math Standards - Web Banner.png","Math Standards Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Standards%20%26%20Instruction%20-%20Math%20Standards%20-%20Web%20Banner.png"
"/learning/technology","Technology & Learning","","40321","Teaching & Learning - Learning & Technology - Homepage Banner.png","Technology &amp; Learning Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Teaching%20%26%20Learning%20-%20Learning%20%26%20Technology%20-%20Homepage%20Banner.png"
"/learning/technology/contact","Learning Through Technology Contact Us","","47473","Contact Us Website Banner.png","Contact Us","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/learning/technology/cyberdraft","Cybersecurity & Infrastructure","","44987","Technology & Learning - Cybersecurity & Infrastructure Banner.png","Cybersecurity Banner","1","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Technology%20%26%20Learning%20-%20Cybersecurity%20%26%20Infrastructure%20Banner.png"
"/learning/technology/guidance","Technology Guidance for Maine SAUs","","44431","Technology & Learning - Guidance for Maine SAUs.png","Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Technology%20%26%20Learning%20-%20Guidance%20for%20Maine%20SAUs.png"
"/learning/technology/infrastructure","Cybersecurity & Infrastructure Support","","44987","Technology & Learning - Cybersecurity & Infrastructure Banner.png","Cybersecurity Banner","1","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Technology%20%26%20Learning%20-%20Cybersecurity%20%26%20Infrastructure%20Banner.png"
"/learning/technology/maplebytes","Technology & Learning: Maple Bytes","","49459","Technology & Learning - Maple Bytes Banner.png","Maple Bytes Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Technology%20%26%20Learning%20-%20Maple%20Bytes%20Banner.png"
"/learning/technology/professionallearning","Technology & Learning - Professional Learning","","40331","Teaching & Learning - Technology & Learning - Professional Learning Web Banner.png","Technology &amp; Learning - Professional Learning Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Teaching%20%26%20Learning%20-%20Technology%20%26%20Learning%20-%20Professional%20Learning%20Web%20Banner.png"
"/learning/technology/studentleadership","Student Leadership","","40325","Teaching & Learning - Technology & Learning - Student Leadership Web Banner.png","Student Leadership Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Teaching%20%26%20Learning%20-%20Technology%20%26%20Learning%20-%20Student%20Leadership%20Web%20Banner.png"
"/literacy","Literacy Hub","","41215","Literacy Hub - Web Banner.png","Literacy Hub Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Literacy%20Hub%20-%20Web%20Banner.png"
"/literacy/literacyforme","Literacy for ME","","38205","Literacy for ME - Website Banner_0.png","Literacy for ME Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Literacy%20for%20ME%20-%20Website%20Banner_0.png"
"/literacy/modules","Literacy Learning Modules","","47427","Literacy Learning Modules Banner.png","learning banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Literacy%20Learning%20Modules%20Banner.png"
"/literacy/readtome","Read to ME","","33789","Read to ME Challenge Banner.png","Read to ME Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Read%20to%20ME%20Challenge%20Banner.png"
"/meac","Maine Engagement and Attendance Center","","44959","Maine Engagement Attendance Center Banner.png","Maine Engagement and Attendance Center Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Maine%20Engagement%20Attendance%20Center%20Banner.png"
"/measurewhatmatters","Measure What Matters: The Expanding View of Educational Excellence in Maine ","","42477","Measure What Matters Banner.png","Measure What Matters Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Measure%20What%20Matters%20Banner.png"
"/moose/lp/african-diaspora","MOOSE African Diaspora in Maine Learning Progression","","51033","MOOSE - African Diaspora Banner.png","MOOSE Learning Progression banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20African%20Diaspora%20Banner.png"
"/moose/lp/applied-ethics","MOOSE Applied Ethics Learning Progression","","51071","MOOSE - Learning Progression Applied Ethics Banner.png","learning banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Applied%20Ethics%20Banner.png"
"/moose/lp/career","MOOSE Career Readiness Learning Progression","","51081","MOOSE - Learning Progression Career-Readiness Banner.png","learning banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Career-Readiness%20Banner.png"
"/moose/lp/climate","MOOSE Climate Learning Progression","","51083","MOOSE - Learning Progression Climate Learning Banner.png","learning banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Climate%20Learning%20Banner.png"
"/moose/lp/computer-science","MOOSE Computer Science Learning Progression","","51085","MOOSE - Learning Progression Computer Science Banner.png","learning banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Computer%20Science%20Banner.png"
"/moose/lp/cyber-security","MOOSE Cyber Security Learning Progression","","51075","MOOSE - Learning Progression Cyber Security Banner.png","Cyber Security learning progression banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Cyber%20Security%20Banner.png"
"/moose/lp/data-science","MOOSE Data Science Learning Progression","","51077","MOOSE - Learning Progression Data Science Banner.png","Data Science learning progression banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Data%20Science%20Banner.png"
"/moose/lp/numeracy","MOOSE Numeracy Progression","","51089","MOOSE - Learning Progression Numeracy Banner.png","MOOSE Learning Progression banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20Numeracy%20Banner.png"
"/moose/lp/steam","MOOSE STEAM Learning Progression","","51087","MOOSE - Learning Progression STEAM Banner.png","MOOSE Learning Progression banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Learning%20Progression%20STEAM%20Banner.png"
"/moose/lp/wabanaki","MOOSE Wabanaki Studies Learning Progression","","51037","MOOSE - Wabanaki Studies Banner.png","learning banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MOOSE%20-%20Wabanaki%20Studies%20Banner.png"
"/numeracy","Numeracy Hub","","46953","Numeracy - Homepage Hub Banner.png","banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Numeracy%20-%20Homepage%20Hub%20Banner.png"
"/offices","Maine Department of Education Offices","","52241","MDOE Office Banner (1).png","Offices Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/MDOE%20Office%20Banner%20%281%29.png"
"/pathways","Office of Workforce Development & Innovative Pathways","","31053","WDIP Banner_0.png","WDIP Banner","1","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/WDIP%20Banner_0.png"
"/pathways/educationpathways","Education Pathways & Early College","","45331","Education Pathways - Home Banner.png","Education Pathways Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Education%20Pathways%20-%20Home%20Banner.png"
"/pathways/resources","Workforce Development & Innovative Pathways","","31053","WDIP Banner_0.png","WDIPPrograms Banner","1","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/WDIP%20Banner_0.png"
"/rrev/awardedpilots","RREV Awardee Schools","","38389","RREV - Awarded Pilots Web Banner.png","RREV Awarded Pilots Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/RREV%20-%20Awarded%20Pilots%20Web%20Banner.png"
"/safety","Maine School Safety Center Services","","46463","School Safety - Homepage Banner.png","Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Safety%20-%20Homepage%20Banner.png"
"/safety/contact","Maine School Safety Center Contact","","47473","Contact Us Website Banner.png","Contact Us banner","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/safety/initiative","MSSC Maine Safe Schools Initiative","","46469","School Safety - Maine Safe Schools Initiative Banner.png","Safe schools banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Safety%20-%20Maine%20Safe%20Schools%20Initiative%20Banner.png"
"/safety/restorative/resourcecenter","Culture of Care Resource Center","","53281","School Safety - Culture of Care Banner - 6.10.2026.png","Culture of Care Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Safety%20-%20Culture%20of%20Care%20Banner%20-%206.10.2026.png"
"/safety/schoolsafetyspecialist","School Safety Specialist Program","","46467","School Safety - School Safety Specialist Program Banner.png","Safety Specialist Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Safety%20-%20School%20Safety%20Specialist%20Program%20Banner.png"
"/schools/enrollment/resources","Enrollment Resources","","46717","School Enrollment - Resources Banner.png","Resources Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Enrollment%20-%20Resources%20Banner.png"
"/schools/eut/contact","Education in the Unorganized Territory Contact","","47473","Contact Us Website Banner.png","Contact Us banner","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/schools/eut/forms","Education in the Unorganized Territory Forms","","42227","Unorganized Territory - Forms Banner.png","Unorganized Territory Forms Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Unorganized%20Territory%20-%20Forms%20Banner.png"
"/schools/eut/polices/employees","EUT Policies for Teachers and Staff","","42173","Unorganized Territory - Policies for Schools Banner.png","Unorganized Territory Policies for Schools Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Unorganized%20Territory%20-%20Policies%20for%20Schools%20Banner.png"
"/schools/eut/policies/families","EUT Policies for Parents and Students","","42161","Unorganized Territory - Policies for Parents & Students Banner.png","Unorganized Territory Policies for Parents Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Unorganized%20Territory%20-%20Policies%20for%20Parents%20%26%20Students%20Banner.png"
"/schools/eut/schools","Education in the Unorganized Territory Schools","","42229","Unorganized Territory - Schools Banner.png","Unorganized Territory - Schools Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Unorganized%20Territory%20-%20Schools%20Banner.png"
"/schools/facilities/commission-on-school-construction","Governor’s Commission on School Construction","","39361","School Facilities - Governors Commission on School Construction Web Banner.png","Governors Commission Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Facilities%20-%20Governors%20Commission%20on%20School%20Construction%20Web%20Banner.png"
"/schools/facilities/contact","School Facilities Contact","","47473","Contact Us Website Banner.png","Contact Us banner","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/schools/nutrition","Child Nutrition","","52159","School Health - CN (5).png","Child Nutrition Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20CN%20%285%29.png"
"/schools/nutrition/contact","Contact Us","","47473","Contact Us Website Banner.png","Contact Us banner","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/schools/nutrition/financial","Financial Information","","37639","Child Nutrition - Financial information.png","Child Nutrition Financial Information Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Child%20Nutrition%20-%20Financial%20information.png"
"/schools/nutrition/programs/afterschool","Afterschool Snack Service","","33657","Afterschool snack-1_0.png","Afterschool Snack Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Afterschool%20snack-1_0.png"
"/schools/nutrition/programs/cacfplanding","Child and Adult Care Food Program (CACFP)","","33659","CACFP.png","CACFP Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/CACFP.png"
"/schools/nutrition/programs/culinary","Culinary Classroom","","52165","Culinary Classroom (1).png","Culinary Classroom Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Culinary%20Classroom%20%281%29.png"
"/schools/nutrition/programs/harvestofthemonth/pledges","Harvest of the Month Pledges","","34001","Harvest pledge.png","Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Harvest%20pledge.png"
"/schools/nutrition/ThursdayUpdate","Child Nutrition Thursday Update","","47405","Child Nutrition - Thursday Update Banner.png","Thursday Update Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Child%20Nutrition%20-%20Thursday%20Update%20Banner.png"
"/schools/safeschools/counseling/highmobility/homelessed","McKinney-Vento Education in Maine","","51101","McKinney-Vento Website Banner.png","McKinney Vento Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/McKinney-Vento%20Website%20Banner.png"
"/schools/safeschools/fostercare","Title I, Part A - Students in Foster Care","","53075","Student Supports - Students in Foster Care Banner.png","Students in Foster Care Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Student%20Supports%20-%20Students%20in%20Foster%20Care%20Banner.png"
"/schools/safeschools/healthed/nurseresources/guidelines","School Health Service","","35485","School Health - Service Banner.png","School Health Service Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Service%20Banner.png"
"/schools/safeschools/healthed/nurseresources/manual/chronic","Guidelines for School Health Services: Chronic Conditions Management","","39119","School Health - Chronic Conditions Web Banner.png","School Health - Chronic Conditions Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Chronic%20Conditions%20Web%20Banner.png"
"/schools/safeschools/healthed/nurseresources/manual/immunization","Immunizations","","39125","School Health - Immunizations Web Banner.png","School Health Immunizations Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Immunizations%20Web%20Banner.png"
"/schools/safeschools/healthed/nurseresources/manual/oversight","Delegation, Coordination & Oversight","","39051","School Health - Delegation Web Banner.png","Delegation Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Delegation%20Web%20Banner.png"
"/schools/safeschools/healthed/nurseresources/medication","Medication Administration","","39037","School Health - Medication Administration Web Banner.png","Medication Administration Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Medication%20Administration%20Web%20Banner.png"
"/schools/safeschools/healthed/records","Records & Reports","","31254","School Health - Records.jpg","School Health Records banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Records.jpg"
"/schools/schoolops/enrollment","School Enrollment, Attendance and Eligibility","","51649","Enrollment - Landing Page Banner.png","Enrollment Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Enrollment%20-%20Landing%20Page%20Banner.png"
"/schools/schoolops/homeinstruction","Home Instruction","","51651","Enrollment - Home Instruction Banner .png","Home Instruction Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Enrollment%20-%20Home%20Instruction%20Banner%20.png"
"/schools/structure","Structure & Governance","","51425","Structure & Governance - Landing Page Banner.png","Structure and Governance Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Structure%20%26%20Governance%20-%20Landing%20Page%20Banner.png"
"/schools/transportation","Transportation","","52281","transportation (1).png","Transportation Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/transportation%20%281%29.png"
"/schools/transportation/commission","Maine School Transportation Safety Commission","","51213","Maine School Transportation Safety Commission Banner.png","Maine School Transportation Safety Commission Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Maine%20School%20Transportation%20Safety%20Commission%20Banner.png"
"/schools/transportation/resources","Transportation Resources","","38933","Transportation - Resources Website Banner.png","Transportation Resources Website Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Transportation%20-%20Resources%20Website%20Banner.png"
"/schoolsafety","Maine School Safety Center","","46465","School Safety - Office Banner.png","School Safety Officer Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Safety%20-%20Office%20Banner.png"
"/schoolsupports","Office of School & Student Supports","","31040","O3S Banner.png","O3S Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/O3S%20Banner.png"
"/schoolsupports/climate","Climate, Culture, & Resilience","","52161","CCR (1).png","Climate Culture Resilience Team Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/CCR%20%281%29.png"
"/schoolsupports/climate/alternativeeducation","Alternative Education","","51383","Student Supports - Alternative Education Banner - 3.5.2026.png","Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Student%20Supports%20-%20Alternative%20Education%20Banner%20-%203.5.2026.png"
"/schoolsupports/climate/familyengagement","Family Engagement and Cultural Responsiveness ","","35607","O3S - Cultural Responsiveness.png","Cultural Responsiveness Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/O3S%20-%20Cultural%20Responsiveness.png"
"/schoolsupports/communityschools","Community Schools","","31174","Community.png","Community Schools Banner","2","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Community.png"
"/schoolsupports/communityschools/info","Community Schools Information","","31174","Community.png","Community Schools Banner","2","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Community.png"
"/schoolsupports/highmobility/titleIpartC","Title I, Part C - Highly Mobile Students","","51933","Highly Mobile Students - Title I Part C Landing Page Banner.png","Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Highly%20Mobile%20Students%20-%20Title%20I%20Part%20C%20Landing%20Page%20Banner.png"
"/schoolsupports/highmobility/titleIpartC/resources","Title I, Part C - Highly Mobile Students Resources","","51937","Highly Mobile Students - Title I Part C Resources Banner.png","resources banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Highly%20Mobile%20Students%20-%20Title%20I%20Part%20C%20Resources%20Banner.png"
"/schoolsupports/highmobility/titleIpartC/services","Title I, Part C - Highly Mobile Students Services","","51935","Highly Mobile Students - Title I Part C Services Banner.png","Services Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Highly%20Mobile%20Students%20-%20Title%20I%20Part%20C%20Services%20Banner.png"
"/schoolsupports/schoolhealth","Coordinated School Health","","35486","School Health - CSH Home.png","Coordinated School Health Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20CSH%20Home.png"
"/schoolsupports/schoolhealth/contact","Coordinated School Health Contact","","47473","Contact Us Website Banner.png","Contact Us banner","12","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/Contact%20Us%20Website%20Banner.png"
"/schoolsupports/schoolhealth/guidelines/emergencycare","Emergency Care","","39035","School Health - Emergency Care Web Banner.png","Emergency Care Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Emergency%20Care%20Web%20Banner.png"
"/schoolsupports/schoolhealth/mentalhealth","Mental Health & Substance Use Prevention","","39045","School Health - Mental Health Web Banner.png","Mental Health Web Banner","0","7","at top + full width + named banner","/doe/sites/maine.gov.doe/files/inline-images/School%20Health%20-%20Mental%20Health%20Web%20Banner.png"
